BGC0001853.0_reference vs CP107919.region010
--------------------------------------------
Query    Target                   Identity  Similarity
PRJNA747871_OIE49_32685  PRJNA747871_OG352_00425  0.45      0.63      
PRJNA747871_OIE49_32690  PRJNA747871_OG352_00365  0.81      0.89      
PRJNA747871_OIE49_32695  PRJNA747871_OG352_00360  0.69      0.80      
PRJNA747871_OIE49_32700  PRJNA747871_OG352_00355  0.65      0.75      
PRJNA747871_OIE49_32705  PRJNA747871_OG352_00350  0.83      0.90      
PRJNA747871_OIE49_32710  PRJNA747871_OG352_00345  0.83      0.92      
PRJNA747871_OIE49_32715  PRJNA747871_OG352_00310  0.52      0.68      
PRJNA747871_OIE49_32715  PRJNA747871_OG352_00340  0.69      0.79      
PRJNA747871_OIE49_32730  PRJNA747871_OG352_00330  0.71      0.76      
PRJNA747871_OIE49_32735  PRJNA747871_OG352_00325  0.78      0.85      
PRJNA747871_OIE49_32740  PRJNA747871_OG352_00315  0.82      0.88      
PRJNA747871_OIE49_32745  PRJNA747871_OG352_00310  0.78      0.85      
PRJNA747871_OIE49_32745  PRJNA747871_OG352_00340  0.49      0.64      
PRJNA747871_OIE49_32750  PRJNA747871_OG352_00305  0.76      0.83      
