bgc_id,genome_id,region,accession,start_pos,end_pos,contig_edge,region_length,most_similar_known_cluster_id,most_similar_known_cluster_description,manual_assessment,most_similar_known_cluster_type,similarity,source,gbk_path,product,bigscape_class,gcf_0.30,gcf_0.40,gcf_0.50,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,project_name
CP109309.region030,NBC_01606,1.3,CP109309,7945036.0,8101393.0,False,156357.0,BGC0000368,griseobactin,excluded from dataset ,NRP,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01606/CP109309.region030.gbk,transAT-PKS.T1PKS.NRP-metallophore.NAPAA.PKS-like.terpene.NRPS,Others,15445.0,30858.0,30858.0,12413.0,1.0,known_family,tubercidin,regionGBK_mishits
CP109320.region003,NBC_01595,1.3,CP109320,396239.0,462137.0,False,65898.0,BGC0001845,alpiniamide,excluded from dataset ,Polyketide+NRP+Other:Aminocoumarin,0.6666666666666666,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01595/CP109320.region003.gbk,transAT-PKS.T1PKS.PKS-like.NRPS,PKS-NRP_Hybrids,22267.0,22267.0,22267.0,10239.0,386.0,known_family,alpiniamide,regionGBK_mishits
CP109356.region002,NBC_01562,1.2,CP109356,271814.0,319941.0,False,48127.0,BGC0000291,A54145,excluded from dataset ,NRP,0.05,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01562/CP109356.region002.gbk,transAT-PKS-like,PKSother,31181.0,31181.0,31181.0,14565.0,2230.0,unknown_family,u_PKSother_2230,regionGBK_mishits
CP109368.region001,NBC_01556,1.1,CP109368,189889.0,275238.0,False,85349.0,BGC0000664,isorenieratene,excluded from dataset ,Terpene,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01556/CP109368.region001.gbk,transAT-PKS.terpene.NRPS,Others,24341.0,26710.0,26710.0,12413.0,3126.0,unknown_family,u_Others_3126,regionGBK_mishits
CP109369.region032,NBC_01555,1.32,CP109369,7673618.0,7717066.0,False,43448.0,BGC0000971,cinnabaramide A,excluded from dataset ,NRP+Polyketide:Modular type I polyketide,0.1818181818181818,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01555/CP109369.region032.gbk,T1PKS.NRPS-like.transAT-PKS-like,PKS-NRP_Hybrids,14775.0,24403.0,24403.0,10239.0,498.0,unknown_family,u_PKS-NRP_Hybrids_498,regionGBK_mishits
CP109400.region004,NBC_01523,1.4,CP109400,202936.0,395994.0,False,193058.0,BGC0000368,griseobactin,cycloheximide,NRP,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01523/CP109400.region004.gbk,transAT-PKS.NRPS-like.NRP-metallophore.NRPS,Others,16229.0,31394.0,31394.0,16229.0,1.0,known_family,tubercidin,regionGBK_mishits
CP109403.region006,NBC_01522,1.6,CP109403,605767.0,741587.0,False,135820.0,BGC0001183,lobophorin A,excluded from dataset ,Polyketide,0.1333333333333333,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01522/CP109403.region006.gbk,transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS,Others,31421.0,31421.0,31443.0,12413.0,211.0,unknown_family,u_Others_211,regionGBK_mishits
CP109407.region027,NBC_01519,1.27,CP109407,7468681.0,7517026.0,False,48345.0,BGC0000971,cinnabaramide A,excluded from dataset ,NRP+Polyketide:Modular type I polyketide,0.1818181818181818,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01519/CP109407.region027.gbk,T1PKS.NRPS-like.transAT-PKS-like,PKS-NRP_Hybrids,24982.0,24982.0,15836.0,10239.0,4240.0,unknown_family,u_PKS-NRP_Hybrids_4240,regionGBK_mishits
CP109413.region007,NBC_01516,1.7,CP109413,648075.0,790110.0,False,142035.0,BGC0001183,lobophorin A,excluded from dataset ,Polyketide,0.1333333333333333,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01516/CP109413.region007.gbk,transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS,Others,31421.0,31421.0,31443.0,12413.0,211.0,unknown_family,u_Others_211,regionGBK_mishits
CP109417.region010,NBC_01511,1.1,CP109417,1650120.0,1726768.0,False,76648.0,BGC0000093,meilingmycin,excluded from dataset ,Polyketide,0.0434782608695652,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01511/CP109417.region010.gbk,T1PKS.transAT-PKS.NRPS,PKS-NRP_Hybrids,25144.0,25144.0,25111.0,10239.0,2155.0,unknown_family,u_PKS-NRP_Hybrids_2155,regionGBK_mishits
CP109418.region006,NBC_01510,1.6,CP109418,5416495.0,5525009.0,False,108514.0,BGC0000282,alkylresorcinol,excluded from dataset ,Polyketide,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01510/CP109418.region006.gbk,transAT-PKS.T3PKS.T1PKS.NRPS,PKS-NRP_Hybrids,17431.0,17431.0,17431.0,10239.0,496.0,unknown_family,u_PKS-NRP_Hybrids_496,regionGBK_mishits
CP109419.region009,NBC_01508,1.9,CP109419,1606752.0,1683491.0,False,76739.0,BGC0000093,meilingmycin,excluded from dataset ,Polyketide,0.0434782608695652,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01508/CP109419.region009.gbk,T1PKS.transAT-PKS.NRPS,PKS-NRP_Hybrids,25144.0,25144.0,25111.0,10239.0,2155.0,unknown_family,u_PKS-NRP_Hybrids_2155,regionGBK_mishits
CP109425.region015,NBC_01505,1.15,CP109425,6970112.0,7055702.0,False,85590.0,BGC0002657,deoxyhangtaimycin,excluded from dataset ,Polyketide+NRP,0.0428571428571428,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01505/CP109425.region015.gbk,transAT-PKS.T1PKS.NRPS-like,PKS-NRP_Hybrids,25234.0,25234.0,5815.0,10239.0,4253.0,unknown_family,u_PKS-NRP_Hybrids_4253,regionGBK_mishits
CP109437.region006,NBC_01484,1.6,CP109437,5597547.0,5703836.0,False,106289.0,BGC0000282,alkylresorcinol,excluded from dataset ,Polyketide,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01484/CP109437.region006.gbk,transAT-PKS.T3PKS.T1PKS.NRPS,PKS-NRP_Hybrids,17431.0,17431.0,17431.0,10239.0,496.0,unknown_family,u_PKS-NRP_Hybrids_496,regionGBK_mishits
CP109473.region005,NBC_01460,1.5,CP109473,1000811.0,1066667.0,False,65856.0,BGC0001845,alpiniamide,excluded from dataset ,Polyketide+NRP+Other:Aminocoumarin,0.5555555555555556,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01460/CP109473.region005.gbk,transAT-PKS.linaridin.T1PKS.PKS-like.NRPS,Others,9757.0,9757.0,9757.0,12413.0,1389.0,unknown_family,u_Others_1389,regionGBK_mishits
CP109487.region013,NBC_01439,1.13,CP109487,1584901.0,1766492.0,False,181591.0,BGC0002095,leupeptin Pr/leupeptin Ac,excluded from dataset ,NRP,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01439/CP109487.region013.gbk,transAT-PKS.NRPS,PKS-NRP_Hybrids,26239.0,26239.0,26239.0,10239.0,4471.0,unknown_family,u_PKS-NRP_Hybrids_4471,regionGBK_mishits
CP109511.region029,NBC_01421,1.29,CP109511,8250818.0,8388351.0,False,137533.0,BGC0000341,enduracidin,excluded from dataset ,NRP,0.1666666666666666,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01421/CP109511.region029.gbk,transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS,Others,31421.0,31421.0,31443.0,12413.0,211.0,unknown_family,u_Others_211,regionGBK_mishits
CP109515.region032,NBC_01419,1.32,CP109515,8404601.0,8598283.0,False,193682.0,BGC0000368,griseobactin,cycloheximide,NRP,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01419/CP109515.region032.gbk,transAT-PKS.NRPS-like.NRP-metallophore.NRPS,Others,16229.0,31394.0,31394.0,16229.0,1.0,known_family,tubercidin,regionGBK_mishits
CP109517.region029,NBC_01418,1.29,CP109517,8060781.0,8196587.0,False,135806.0,BGC0001183,lobophorin A,excluded from dataset ,Polyketide,0.1333333333333333,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01418/CP109517.region029.gbk,transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS,Others,31421.0,31421.0,31443.0,12413.0,211.0,unknown_family,u_Others_211,regionGBK_mishits
CP109518.region029,NBC_01417,1.29,CP109518,8063452.0,8208279.0,False,144827.0,BGC0000341,enduracidin,excluded from dataset ,NRP,0.1666666666666666,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01417/CP109518.region029.gbk,transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS,Others,31421.0,31421.0,31443.0,12413.0,211.0,unknown_family,u_Others_211,regionGBK_mishits
CP109550.region034,NBC_01391,1.34,CP109550,7757040.0,7822938.0,False,65898.0,BGC0001845,alpiniamide,excluded from dataset ,Polyketide+NRP+Other:Aminocoumarin,0.6666666666666666,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01391/CP109550.region034.gbk,transAT-PKS.T1PKS.PKS-like.NRPS,PKS-NRP_Hybrids,22267.0,22267.0,22267.0,10239.0,386.0,known_family,alpiniamide,regionGBK_mishits
NBC_00237_3.region004,NBC_00237,3.4,NBC_00237_3,562261.0,726506.0,False,164245.0,BGC0001845,alpiniamide,excluded from dataset ,Polyketide+NRP+Other:Aminocoumarin,0.5555555555555556,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00237/NBC_00237_3.region004.gbk,transAT-PKS.T1PKS.NRPS-like.PKS-like.terpene.lanthipeptide-class-iv.NRPS,Others,29083.0,31566.0,31566.0,12413.0,3152.0,unknown_family,u_Others_3152,regionGBK_mishits
NBC_00237_4.region001,NBC_00237,2.1,NBC_00237_4,7616.0,154859.0,True,147243.0,BGC0001073,kosinostatin,excluded from dataset ,NRP+Polyketide,0.1311475409836065,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00237/NBC_00237_4.region001.gbk,transAT-PKS.ectoine.NRPS-like.terpene.NRPS,Others,29088.0,29088.0,30925.0,12413.0,3981.0,unknown_family,u_Others_3981,regionGBK_mishits
NBC_00465_1.region004,NBC_00465,2.4,NBC_00465_1,677417.0,773989.0,False,96572.0,BGC0002451,inthomycin B,inthomycin B,Polyketide,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00465/NBC_00465_1.region004.gbk,transAT-PKS.NRPS-like.NRPS,PKS-NRP_Hybrids,2230.0,2230.0,7128.0,10239.0,1073.0,known_family,inthomycin B,regionGBK_mishits
NBC_01416_3.region009,NBC_01416,1.9,NBC_01416_3,1434303.0,1483478.0,False,49175.0,BGC0000971,cinnabaramide A,excluded from dataset ,NRP+Polyketide:Modular type I polyketide,0.1818181818181818,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01416/NBC_01416_3.region009.gbk,T1PKS.NRPS-like.transAT-PKS-like,PKS-NRP_Hybrids,14775.0,14775.0,14775.0,10239.0,498.0,unknown_family,u_PKS-NRP_Hybrids_498,regionGBK_mishits
NBC_01458_8.region001,NBC_01458,3.1,NBC_01458_8,8703.0,286623.0,True,277920.0,BGC0002097,kosinostatin,virginiamycin,NRP+Polyketide:Type II polyketide+Saccharide:Hybrid/tailoring saccharide,0.8125,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01458/NBC_01458_8.region001.gbk,transAT-PKS.T2PKS.T1PKS.ectoine.lanthipeptide-class-ii.PKS-like.NRPS.lanthipeptide-class-i.hglE-KS,Others,31024.0,31024.0,31173.0,12413.0,1962.0,unknown_family,u_Others_1962,regionGBK_mishits
NBC_01464_1.region030,NBC_01464,1.3,NBC_01464_1,8221674.0,8359157.0,False,137483.0,BGC0000341,enduracidin,excluded from dataset ,NRP,0.1666666666666666,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01464/NBC_01464_1.region030.gbk,transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS,Others,31421.0,31421.0,31443.0,12413.0,211.0,unknown_family,u_Others_211,regionGBK_mishits
NBC_01548_4.region001,NBC_01548,2.1,NBC_01548_4,13825.0,287123.0,True,273298.0,BGC0002097,kosinostatin,virginiamycin,NRP+Polyketide:Type II polyketide+Saccharide:Hybrid/tailoring saccharide,0.8125,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01548/NBC_01548_4.region001.gbk,transAT-PKS.T2PKS.T1PKS.hglE-KS.ectoine.lanthipeptide-class-ii.PKS-like.lanthipeptide-class-i.NRPS,Others,31024.0,31024.0,31173.0,12413.0,1962.0,unknown_family,u_Others_1962,regionGBK_mishits
NBC_01549_5.region001,NBC_01549,2.1,NBC_01549_5,55606.0,103733.0,False,48127.0,BGC0000291,A54145,excluded from dataset ,NRP,0.05,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01549/NBC_01549_5.region001.gbk,transAT-PKS-like,PKSother,31181.0,31181.0,31181.0,14565.0,2230.0,unknown_family,u_PKSother_2230,regionGBK_mishits
NBC_01623_2.region005,NBC_01623,2.5,NBC_01623_2,582991.0,720293.0,False,137302.0,BGC0001183,lobophorin A,excluded from dataset ,Polyketide,0.1333333333333333,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01623/NBC_01623_2.region005.gbk,transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS,Others,31421.0,31421.0,31443.0,12413.0,211.0,unknown_family,u_Others_211,regionGBK_mishits
NBC_01634_2.region030,NBC_01634,1.3,NBC_01634_2,8092523.0,8230004.0,False,137481.0,BGC0000341,enduracidin,excluded from dataset ,NRP,0.1666666666666666,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01634/NBC_01634_2.region030.gbk,transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS,Others,31421.0,31421.0,31443.0,12413.0,211.0,unknown_family,u_Others_211,regionGBK_mishits
NBC_01645_3.region009,NBC_01645,1.9,NBC_01645_3,1871714.0,2008110.0,False,136396.0,BGC0001183,lobophorin A,excluded from dataset ,Polyketide,0.1333333333333333,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01645/NBC_01645_3.region009.gbk,transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS,Others,31421.0,31421.0,31443.0,12413.0,211.0,unknown_family,u_Others_211,regionGBK_mishits
