BGC0001116.0_reference vs CP107872.region001
--------------------------------------------
Query       Target                   Identity  Similarity
PRJNA747871_OG534_37645  PRJNA747871_OOK48_34240  0.73      0.79      
PRJNA747871_OG534_37645  PRJNA747871_OOK48_34685  0.41      0.52      
PRJNA747871_OG534_37650  PRJNA747871_OOK48_34035  0.32      0.47      
PRJNA747871_OG534_37650  PRJNA747871_OOK48_34235  0.52      0.65      
PRJNA747871_OG534_37655  PRJNA747871_OOK48_34230  0.76      0.85      
PRJNA747871_OG534_37655  PRJNA747871_OOK48_34410  0.33      0.51      
PRJNA747871_OG534_37660  PRJNA747871_OOK48_34225  0.70      0.79      
PRJNA747871_OG534_37660  PRJNA747871_OOK48_34405  0.30      0.46      
PRJNA747871_OG534_37665  PRJNA747871_OOK48_34220  0.64      0.75      
PRJNA747871_OG534_37670  PRJNA747871_OOK48_34215  0.66      0.76      
PRJNA747871_OG534_37675  PRJNA747871_OOK48_34210  0.65      0.75      
PRJNA747871_OG534_37675  PRJNA747871_OOK48_34630  0.31      0.44      
PRJNA747871_OG534_37675  PRJNA747871_OOK48_34635  0.32      0.44      
PRJNA747871_OG534_37680  PRJNA747871_OOK48_34205  0.42      0.53      
PRJNA747871_OG534_37685  PRJNA747871_OOK48_34045  0.39      0.50      
PRJNA747871_OG534_37690  PRJNA747871_OOK48_34040  0.71      0.80      
PRJNA747871_OG534_37695  PRJNA747871_OOK48_34030  0.67      0.79      
PRJNA747871_OG534_37700  PRJNA747871_OOK48_33955  0.31      0.46      
PRJNA747871_OG534_37700  PRJNA747871_OOK48_34025  0.64      0.74      
PRJNA747871_OG534_37700  PRJNA747871_OOK48_34050  0.32      0.44      
PRJNA747871_OG534_37700  PRJNA747871_OOK48_34520  0.35      0.53      
PRJNA747871_OG534_37705  PRJNA747871_OOK48_34555  0.41      0.57      
PRJNA747871_OG534_37705  PRJNA747871_OOK48_34560  0.43      0.59      
PRJNA747871_OG534_37710  PRJNA747871_OOK48_34015  0.45      0.54      
PRJNA747871_OG534_37715  PRJNA747871_OOK48_34035  0.56      0.66      
PRJNA747871_OG534_37715  PRJNA747871_OOK48_34235  0.31      0.47      
PRJNA747871_OG534_37720  PRJNA747871_OOK48_34010  0.72      0.79      
PRJNA747871_OG534_37725  PRJNA747871_OOK48_34005  0.63      0.73      
PRJNA747871_OG534_37730  PRJNA747871_OOK48_33970  0.32      0.44      
PRJNA747871_OG534_37730  PRJNA747871_OOK48_34000  0.60      0.70      
PRJNA747871_OG534_37735  PRJNA747871_OOK48_33995  0.70      0.81      
PRJNA747871_OG534_37740  PRJNA747871_OOK48_33990  0.59      0.74      
PRJNA747871_OG534_37745  PRJNA747871_OOK48_33985  0.87      0.91      
PRJNA747871_OG534_37750  PRJNA747871_OOK48_33980  0.73      0.78      
PRJNA747871_OG534_37750  PRJNA747871_OOK48_34295  0.31      0.46      
PRJNA747871_OG534_37755  PRJNA747871_OOK48_33975  0.55      0.75      
PRJNA747871_OG534_37760  PRJNA747871_OOK48_33970  0.65      0.74      
PRJNA747871_OG534_37760  PRJNA747871_OOK48_34000  0.31      0.44      
PRJNA747871_OG534_37765  PRJNA747871_OOK48_33965  0.57      0.67      
PRJNA747871_OG534_37770  PRJNA747871_OOK48_33960  0.75      0.83      
PRJNA747871_OG534_37780  PRJNA747871_OOK48_33955  0.65      0.77      
PRJNA747871_OG534_37780  PRJNA747871_OOK48_34025  0.33      0.47      
PRJNA747871_OG534_37780  PRJNA747871_OOK48_34050  0.47      0.58      
PRJNA747871_OG534_37780  PRJNA747871_OOK48_34520  0.31      0.42      
PRJNA747871_OG534_37785  PRJNA747871_OOK48_34555  0.34      0.49      
PRJNA747871_OG534_37785  PRJNA747871_OOK48_34560  0.33      0.50      
PRJNA747871_OG534_37790  PRJNA747871_OOK48_34075  0.34      0.56      
PRJNA747871_OG534_37790  PRJNA747871_OOK48_34165  0.32      0.48      
PRJNA747871_OG534_37805  PRJNA747871_OOK48_33900  0.33      0.50      
PRJNA747871_OG534_37810  PRJNA747871_OOK48_33900  0.45      0.58      
PRJNA747871_OG534_37815  PRJNA747871_OOK48_33905  0.74      0.82      
PRJNA747871_OG534_37815  PRJNA747871_OOK48_34535  0.35      0.57      
PRJNA747871_OG534_37825  PRJNA747871_OOK48_33910  0.70      0.79      
PRJNA747871_OG534_37830  PRJNA747871_OOK48_33915  0.72      0.80      
PRJNA747871_OG534_37835  PRJNA747871_OOK48_33920  0.75      0.82      
PRJNA747871_OG534_37840  PRJNA747871_OOK48_33925  0.68      0.78      
PRJNA747871_OG534_37845  PRJNA747871_OOK48_33930  0.74      0.83      

NBC_01458_8.region001 vs NBC_01548_4.region001
----------------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG359_34630  PRJNA747871_OOK48_34750  0.94      0.98      
OG359_34635              OOK48_34745              0.42      0.42      
PRJNA747871_OG359_34650  PRJNA747871_OOK48_34735  0.96      0.97      
PRJNA747871_OG359_34655  PRJNA747871_OOK48_34730  1.00      1.00      
PRJNA747871_OG359_34660  PRJNA747871_OOK48_34725  0.99      0.99      
PRJNA747871_OG359_34665  PRJNA747871_OOK48_34135  0.31      0.49      
PRJNA747871_OG359_34665  PRJNA747871_OOK48_34720  1.00      1.00      
PRJNA747871_OG359_34670  PRJNA747871_OOK48_34715  1.00      1.00      
PRJNA747871_OG359_34675  PRJNA747871_OOK48_34690  0.59      0.71      
PRJNA747871_OG359_34675  PRJNA747871_OOK48_34710  0.96      0.97      
PRJNA747871_OG359_34680  PRJNA747871_OOK48_34705  0.98      0.99      
PRJNA747871_OG359_34685  PRJNA747871_OOK48_34700  0.97      0.98      
PRJNA747871_OG359_34690  PRJNA747871_OOK48_34430  0.35      0.50      
PRJNA747871_OG359_34690  PRJNA747871_OOK48_34695  0.99      0.99      
PRJNA747871_OG359_34695  PRJNA747871_OOK48_34690  0.99      0.99      
PRJNA747871_OG359_34695  PRJNA747871_OOK48_34710  0.57      0.69      
PRJNA747871_OG359_34700  PRJNA747871_OOK48_34240  0.40      0.49      
PRJNA747871_OG359_34700  PRJNA747871_OOK48_34685  0.98      0.98      
PRJNA747871_OG359_34705  PRJNA747871_OOK48_34680  0.98      0.99      
PRJNA747871_OG359_34710  PRJNA747871_OOK48_34675  1.00      1.00      
PRJNA747871_OG359_34715  PRJNA747871_OOK48_34205  0.31      0.43      
PRJNA747871_OG359_34715  PRJNA747871_OOK48_34665  0.33      0.50      
PRJNA747871_OG359_34715  PRJNA747871_OOK48_34670  1.00      1.00      
PRJNA747871_OG359_34720  PRJNA747871_OOK48_34665  1.00      1.00      
PRJNA747871_OG359_34720  PRJNA747871_OOK48_34670  0.32      0.50      
PRJNA747871_OG359_34725  PRJNA747871_OOK48_34660  1.00      1.00      
PRJNA747871_OG359_34730  PRJNA747871_OOK48_34655  0.99      1.00      
PRJNA747871_OG359_34735  PRJNA747871_OOK48_34650  1.00      1.00      
PRJNA747871_OG359_34740  PRJNA747871_OOK48_34645  1.00      1.00      
PRJNA747871_OG359_34745  PRJNA747871_OOK48_33930  0.31      0.45      
PRJNA747871_OG359_34745  PRJNA747871_OOK48_34640  1.00      1.00      
PRJNA747871_OG359_34750  PRJNA747871_OOK48_34210  0.33      0.46      
PRJNA747871_OG359_34750  PRJNA747871_OOK48_34630  0.33      0.46      
PRJNA747871_OG359_34750  PRJNA747871_OOK48_34635  0.99      0.99      
PRJNA747871_OG359_34755  PRJNA747871_OOK48_34210  0.31      0.44      
PRJNA747871_OG359_34755  PRJNA747871_OOK48_34630  0.99      0.99      
PRJNA747871_OG359_34755  PRJNA747871_OOK48_34635  0.33      0.45      
PRJNA747871_OG359_34760  PRJNA747871_OOK48_34625  0.99      0.99      
PRJNA747871_OG359_34765  PRJNA747871_OOK48_34615  0.99      1.00      
PRJNA747871_OG359_34770  PRJNA747871_OOK48_34610  0.93      0.94      
PRJNA747871_OG359_34775  PRJNA747871_OOK48_34605  0.85      0.85      
PRJNA747871_OG359_34780  PRJNA747871_OOK48_34600  0.97      0.98      
OG359_34785              OOK48_34595              0.99      0.99      
OG359_34790              PRJNA747871_OOK48_34590  0.76      0.77      
PRJNA747871_OG359_34795  PRJNA747871_OOK48_34585  0.99      0.99      
PRJNA747871_OG359_34800  PRJNA747871_OOK48_34580  0.99      1.00      
OG359_34805              OOK48_34575              0.57      0.58      
PRJNA747871_OG359_34810  PRJNA747871_OOK48_34570  1.00      1.00      
PRJNA747871_OG359_34815  PRJNA747871_OOK48_34565  0.98      0.98      
PRJNA747871_OG359_34820  PRJNA747871_OOK48_34555  0.52      0.64      
PRJNA747871_OG359_34820  PRJNA747871_OOK48_34560  0.99      1.00      
PRJNA747871_OG359_34825  PRJNA747871_OOK48_34555  0.98      0.99      
PRJNA747871_OG359_34825  PRJNA747871_OOK48_34560  0.51      0.63      
PRJNA747871_OG359_34830  PRJNA747871_OOK48_34550  1.00      1.00      
PRJNA747871_OG359_34835  PRJNA747871_OOK48_34545  1.00      1.00      
PRJNA747871_OG359_34840  PRJNA747871_OOK48_34540  0.47      0.47      
PRJNA747871_OG359_34845  PRJNA747871_OOK48_33905  0.34      0.56      
PRJNA747871_OG359_34845  PRJNA747871_OOK48_34320  0.31      0.54      
PRJNA747871_OG359_34845  PRJNA747871_OOK48_34535  0.99      0.99      
PRJNA747871_OG359_34850  PRJNA747871_OOK48_34530  1.00      1.00      
PRJNA747871_OG359_34855  PRJNA747871_OOK48_34525  1.00      1.00      
PRJNA747871_OG359_34860  PRJNA747871_OOK48_34025  0.36      0.50      
PRJNA747871_OG359_34860  PRJNA747871_OOK48_34520  0.98      0.98      
PRJNA747871_OG359_34890  PRJNA747871_OOK48_34515  0.96      0.96      
PRJNA747871_OG359_34895  PRJNA747871_OOK48_34510  0.99      0.99      
PRJNA747871_OG359_34900  PRJNA747871_OOK48_34505  1.00      1.00      
PRJNA747871_OG359_34905  PRJNA747871_OOK48_34500  0.99      1.00      
PRJNA747871_OG359_34910  PRJNA747871_OOK48_34495  1.00      1.00      
PRJNA747871_OG359_34915  PRJNA747871_OOK48_34490  1.00      1.00      
PRJNA747871_OG359_34920  PRJNA747871_OOK48_34485  1.00      1.00      
PRJNA747871_OG359_34925  PRJNA747871_OOK48_34195  0.33      0.48      
PRJNA747871_OG359_34925  PRJNA747871_OOK48_34475  0.32      0.50      
PRJNA747871_OG359_34925  PRJNA747871_OOK48_34480  0.98      0.99      
PRJNA747871_OG359_34930  PRJNA747871_OOK48_34195  0.32      0.49      
PRJNA747871_OG359_34930  PRJNA747871_OOK48_34475  1.00      1.00      
PRJNA747871_OG359_34930  PRJNA747871_OOK48_34480  0.32      0.50      
PRJNA747871_OG359_34935  PRJNA747871_OOK48_34470  1.00      1.00      
PRJNA747871_OG359_34940  PRJNA747871_OOK48_34465  1.00      1.00      
PRJNA747871_OG359_34945  PRJNA747871_OOK48_34460  1.00      1.00      
PRJNA747871_OG359_34950  PRJNA747871_OOK48_34455  0.99      1.00      
PRJNA747871_OG359_34955  PRJNA747871_OOK48_34450  0.98      0.98      
PRJNA747871_OG359_34960  PRJNA747871_OOK48_34445  1.00      1.00      
PRJNA747871_OG359_34965  PRJNA747871_OOK48_34440  1.00      1.00      
PRJNA747871_OG359_34970  PRJNA747871_OOK48_34435  0.99      0.99      
PRJNA747871_OG359_34975  PRJNA747871_OOK48_34430  1.00      1.00      
PRJNA747871_OG359_34975  PRJNA747871_OOK48_34695  0.35      0.49      
PRJNA747871_OG359_34980  PRJNA747871_OOK48_34425  0.99      0.99      
PRJNA747871_OG359_34985  PRJNA747871_OOK48_34420  1.00      1.00      
PRJNA747871_OG359_34990  PRJNA747871_OOK48_34415  1.00      1.00      
PRJNA747871_OG359_34995  PRJNA747871_OOK48_34230  0.35      0.51      
PRJNA747871_OG359_34995  PRJNA747871_OOK48_34410  1.00      1.00      
PRJNA747871_OG359_35000  PRJNA747871_OOK48_34225  0.34      0.48      
PRJNA747871_OG359_35000  PRJNA747871_OOK48_34405  0.99      0.99      
PRJNA747871_OG359_35005  PRJNA747871_OOK48_34400  0.95      0.97      
PRJNA747871_OG359_35010  PRJNA747871_OOK48_34395  1.00      1.00      
PRJNA747871_OG359_35015  OOK48_34390              0.35      0.36      
PRJNA747871_OG359_35020  PRJNA747871_OOK48_34385  0.91      0.93      
PRJNA747871_OG359_35025  PRJNA747871_OOK48_34380  0.94      0.97      
PRJNA747871_OG359_35030  PRJNA747871_OOK48_34375  0.92      0.92      
PRJNA747871_OG359_35035  PRJNA747871_OOK48_34370  0.99      1.00      
PRJNA747871_OG359_35040  PRJNA747871_OOK48_34365  0.98      0.99      
PRJNA747871_OG359_35045  PRJNA747871_OOK48_34360  0.99      1.00      
PRJNA747871_OG359_35050  PRJNA747871_OOK48_34355  0.94      0.96      
PRJNA747871_OG359_35055  PRJNA747871_OOK48_34350  0.93      0.95      
PRJNA747871_OG359_35060  PRJNA747871_OOK48_34345  0.98      0.98      
OG359_35070              OOK48_34340              0.47      0.50      
PRJNA747871_OG359_35075  PRJNA747871_OOK48_34335  0.77      0.77      
PRJNA747871_OG359_35080  PRJNA747871_OOK48_34180  0.36      0.56      
PRJNA747871_OG359_35080  PRJNA747871_OOK48_34330  0.98      0.98      
PRJNA747871_OG359_35085  PRJNA747871_OOK48_34325  0.98      0.99      
PRJNA747871_OG359_35090  PRJNA747871_OOK48_34320  1.00      1.00      
PRJNA747871_OG359_35090  PRJNA747871_OOK48_34535  0.31      0.54      
PRJNA747871_OG359_35095  PRJNA747871_OOK48_34165  0.56      0.70      
PRJNA747871_OG359_35095  PRJNA747871_OOK48_34315  1.00      1.00      
PRJNA747871_OG359_35100  PRJNA747871_OOK48_34310  0.99      1.00      
PRJNA747871_OG359_35105  PRJNA747871_OOK48_34305  1.00      1.00      
PRJNA747871_OG359_35110  PRJNA747871_OOK48_34295  0.34      0.49      
PRJNA747871_OG359_35110  PRJNA747871_OOK48_34300  1.00      1.00      
PRJNA747871_OG359_35115  PRJNA747871_OOK48_33980  0.32      0.47      
PRJNA747871_OG359_35115  PRJNA747871_OOK48_34295  1.00      1.00      
PRJNA747871_OG359_35115  PRJNA747871_OOK48_34300  0.34      0.49      
PRJNA747871_OG359_35120  PRJNA747871_OOK48_34235  0.32      0.44      
PRJNA747871_OG359_35120  PRJNA747871_OOK48_34290  0.99      1.00      
PRJNA747871_OG359_35125  PRJNA747871_OOK48_34285  1.00      1.00      
PRJNA747871_OG359_35130  PRJNA747871_OOK48_34280  1.00      1.00      
PRJNA747871_OG359_35135  PRJNA747871_OOK48_34275  0.99      1.00      
PRJNA747871_OG359_35140  PRJNA747871_OOK48_34270  0.99      1.00      
PRJNA747871_OG359_35145  PRJNA747871_OOK48_34265  1.00      1.00      
PRJNA747871_OG359_35150  PRJNA747871_OOK48_34260  1.00      1.00      
PRJNA747871_OG359_35155  PRJNA747871_OOK48_34255  1.00      1.00      
PRJNA747871_OG359_35160  PRJNA747871_OOK48_34250  0.99      0.99      
PRJNA747871_OG359_35165  PRJNA747871_OOK48_34245  1.00      1.00      
PRJNA747871_OG359_35170  PRJNA747871_OOK48_34240  1.00      1.00      
PRJNA747871_OG359_35170  PRJNA747871_OOK48_34685  0.39      0.48      
PRJNA747871_OG359_35175  PRJNA747871_OOK48_34035  0.33      0.46      
PRJNA747871_OG359_35175  PRJNA747871_OOK48_34235  1.00      1.00      
PRJNA747871_OG359_35175  PRJNA747871_OOK48_34290  0.32      0.44      
PRJNA747871_OG359_35180  PRJNA747871_OOK48_34230  1.00      1.00      
PRJNA747871_OG359_35180  PRJNA747871_OOK48_34410  0.34      0.51      
PRJNA747871_OG359_35185  PRJNA747871_OOK48_34225  0.97      0.97      
PRJNA747871_OG359_35185  PRJNA747871_OOK48_34405  0.33      0.47      
PRJNA747871_OG359_35190  PRJNA747871_OOK48_34220  0.99      0.99      
PRJNA747871_OG359_35195  PRJNA747871_OOK48_34215  1.00      1.00      
PRJNA747871_OG359_35200  PRJNA747871_OOK48_34210  1.00      1.00      
PRJNA747871_OG359_35200  PRJNA747871_OOK48_34630  0.31      0.44      
PRJNA747871_OG359_35200  PRJNA747871_OOK48_34635  0.33      0.46      
PRJNA747871_OG359_35205  PRJNA747871_OOK48_34205  0.99      1.00      
PRJNA747871_OG359_35205  PRJNA747871_OOK48_34665  0.30      0.42      
PRJNA747871_OG359_35205  PRJNA747871_OOK48_34670  0.31      0.44      
PRJNA747871_OG359_35210  PRJNA747871_OOK48_34200  1.00      1.00      
PRJNA747871_OG359_35215  PRJNA747871_OOK48_34195  0.99      1.00      
PRJNA747871_OG359_35215  PRJNA747871_OOK48_34475  0.32      0.49      
PRJNA747871_OG359_35215  PRJNA747871_OOK48_34480  0.32      0.48      
PRJNA747871_OG359_35220  PRJNA747871_OOK48_34190  0.99      1.00      
PRJNA747871_OG359_35225  PRJNA747871_OOK48_34185  1.00      1.00      
PRJNA747871_OG359_35230  PRJNA747871_OOK48_34180  1.00      1.00      
PRJNA747871_OG359_35230  PRJNA747871_OOK48_34330  0.36      0.55      
PRJNA747871_OG359_35235  PRJNA747871_OOK48_34175  1.00      1.00      
PRJNA747871_OG359_35240  PRJNA747871_OOK48_34170  1.00      1.00      
PRJNA747871_OG359_35245  PRJNA747871_OOK48_34165  1.00      1.00      
PRJNA747871_OG359_35245  PRJNA747871_OOK48_34315  0.56      0.70      
PRJNA747871_OG359_35250  PRJNA747871_OOK48_34160  1.00      1.00      
PRJNA747871_OG359_35255  PRJNA747871_OOK48_34155  1.00      1.00      
PRJNA747871_OG359_35260  PRJNA747871_OOK48_34130  0.39      0.56      
PRJNA747871_OG359_35260  PRJNA747871_OOK48_34150  1.00      1.00      
PRJNA747871_OG359_35265  PRJNA747871_OOK48_34145  1.00      1.00      
PRJNA747871_OG359_35270  PRJNA747871_OOK48_34140  1.00      1.00      
PRJNA747871_OG359_35275  PRJNA747871_OOK48_34135  1.00      1.00      
PRJNA747871_OG359_35275  PRJNA747871_OOK48_34720  0.31      0.49      
PRJNA747871_OG359_35280  PRJNA747871_OOK48_34130  1.00      1.00      
PRJNA747871_OG359_35280  PRJNA747871_OOK48_34150  0.39      0.56      
PRJNA747871_OG359_35285  PRJNA747871_OOK48_34125  1.00      1.00      
PRJNA747871_OG359_35290  PRJNA747871_OOK48_34120  1.00      1.00      
PRJNA747871_OG359_35295  PRJNA747871_OOK48_34115  1.00      1.00      
PRJNA747871_OG359_35300  PRJNA747871_OOK48_34110  1.00      1.00      
PRJNA747871_OG359_35305  PRJNA747871_OOK48_34105  1.00      1.00      
PRJNA747871_OG359_35310  PRJNA747871_OOK48_34100  0.99      0.99      
PRJNA747871_OG359_35315  PRJNA747871_OOK48_34095  0.99      0.99      
PRJNA747871_OG359_35320  PRJNA747871_OOK48_34090  1.00      1.00      
PRJNA747871_OG359_35325  PRJNA747871_OOK48_34085  1.00      1.00      
PRJNA747871_OG359_35330  PRJNA747871_OOK48_34080  1.00      1.00      
PRJNA747871_OG359_35335  PRJNA747871_OOK48_34075  1.00      1.00      
PRJNA747871_OG359_35340  PRJNA747871_OOK48_34070  0.99      1.00      
PRJNA747871_OG359_35345  PRJNA747871_OOK48_34065  0.99      0.99      
PRJNA747871_OG359_35350  PRJNA747871_OOK48_34060  1.00      1.00      
PRJNA747871_OG359_35355  PRJNA747871_OOK48_34055  1.00      1.00      
PRJNA747871_OG359_35360  PRJNA747871_OOK48_33955  0.48      0.61      
PRJNA747871_OG359_35360  PRJNA747871_OOK48_34025  0.34      0.46      
PRJNA747871_OG359_35360  PRJNA747871_OOK48_34050  0.99      1.00      
PRJNA747871_OG359_35365  PRJNA747871_OOK48_34045  1.00      1.00      
PRJNA747871_OG359_35370  PRJNA747871_OOK48_34040  1.00      1.00      
PRJNA747871_OG359_35375  PRJNA747871_OOK48_34035  1.00      1.00      
PRJNA747871_OG359_35375  PRJNA747871_OOK48_34235  0.33      0.46      
PRJNA747871_OG359_35380  PRJNA747871_OOK48_34030  1.00      1.00      
PRJNA747871_OG359_35385  PRJNA747871_OOK48_33955  0.31      0.47      
PRJNA747871_OG359_35385  PRJNA747871_OOK48_34025  1.00      1.00      
PRJNA747871_OG359_35385  PRJNA747871_OOK48_34050  0.34      0.46      
PRJNA747871_OG359_35385  PRJNA747871_OOK48_34520  0.36      0.50      
PRJNA747871_OG359_35390  PRJNA747871_OOK48_34020  0.99      0.99      
PRJNA747871_OG359_35395  PRJNA747871_OOK48_34015  1.00      1.00      
PRJNA747871_OG359_35400  PRJNA747871_OOK48_34010  1.00      1.00      
PRJNA747871_OG359_35405  PRJNA747871_OOK48_34005  0.99      0.99      
PRJNA747871_OG359_35410  PRJNA747871_OOK48_33970  0.32      0.44      
PRJNA747871_OG359_35410  PRJNA747871_OOK48_34000  0.96      0.97      
PRJNA747871_OG359_35415  PRJNA747871_OOK48_33995  1.00      1.00      
PRJNA747871_OG359_35420  PRJNA747871_OOK48_33990  1.00      1.00      
PRJNA747871_OG359_35425  PRJNA747871_OOK48_33985  1.00      1.00      
PRJNA747871_OG359_35430  PRJNA747871_OOK48_33980  1.00      1.00      
PRJNA747871_OG359_35430  PRJNA747871_OOK48_34295  0.32      0.47      
PRJNA747871_OG359_35435  PRJNA747871_OOK48_33975  1.00      1.00      
PRJNA747871_OG359_35440  PRJNA747871_OOK48_33970  0.98      0.98      
PRJNA747871_OG359_35440  PRJNA747871_OOK48_34000  0.32      0.44      
PRJNA747871_OG359_35445  PRJNA747871_OOK48_33965  0.97      0.97      
PRJNA747871_OG359_35450  PRJNA747871_OOK48_33960  0.96      0.96      
PRJNA747871_OG359_35455  PRJNA747871_OOK48_33955  1.00      1.00      
PRJNA747871_OG359_35455  PRJNA747871_OOK48_34025  0.31      0.47      
PRJNA747871_OG359_35455  PRJNA747871_OOK48_34050  0.49      0.61      
PRJNA747871_OG359_35460  PRJNA747871_OOK48_33950  0.98      0.98      
PRJNA747871_OG359_35465  PRJNA747871_OOK48_33945  1.00      1.00      
PRJNA747871_OG359_35470  PRJNA747871_OOK48_33940  0.99      1.00      
PRJNA747871_OG359_35475  PRJNA747871_OOK48_33935  1.00      1.00      
PRJNA747871_OG359_35480  PRJNA747871_OOK48_33930  1.00      1.00      
PRJNA747871_OG359_35480  PRJNA747871_OOK48_34640  0.31      0.45      
PRJNA747871_OG359_35485  PRJNA747871_OOK48_33925  1.00      1.00      
PRJNA747871_OG359_35490  PRJNA747871_OOK48_33920  0.99      1.00      
PRJNA747871_OG359_35495  PRJNA747871_OOK48_33915  1.00      1.00      
PRJNA747871_OG359_35500  PRJNA747871_OOK48_33910  1.00      1.00      
PRJNA747871_OG359_35505  PRJNA747871_OOK48_33905  0.99      1.00      
PRJNA747871_OG359_35505  PRJNA747871_OOK48_34535  0.34      0.57      
PRJNA747871_OG359_35510  PRJNA747871_OOK48_33900  0.99      1.00      
PRJNA747871_OG359_35515  PRJNA747871_OOK48_33895  1.00      1.00      
PRJNA747871_OG359_35520  PRJNA747871_OOK48_33890  0.96      0.96      
PRJNA747871_OG359_35525  PRJNA747871_OOK48_33885  1.00      1.00      
